record_id,evidence_date,evidence_date_descriptive,large_area,small_area,scientific_name,common_name,id_quality,evidence_type,collision_evidence,strike_result,other_info,vessel_type,scientific_name_clean,species_status,species_analysis_name,id_quality_clean,analysis_confidence,evidence_type_clean,evidence_context,strike_result_clean,outcome_known,fatal_outcome,fatal_label,vessel_type_clean,vessel_category,large_area_clean,ocean_basin,date_description_clean,date_precision,year_start,year_end,analysis_year,year_source,analysis_decade,include_species_frequency,include_species_fatality,include_confirmed_species,include_vessel_outcome,include_region_outcome
497,2008-08-21T00:00:00Z,NA,Pacific Ocean - South,Off south west Australia,Eubalaena australis,southern right whale,Confirmed,Collision,"Contact D. Coughran, DEC-WA",Not known,SC/61/ProgRepAustralia,Not known,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
498,2008-01-12T00:00:00Z,NA,NA,"Lincoln National Park, Australia",Caperea marginata,pygmy right whale,Confirmed,Found on Shore,NA,NA,SC/61/ProgRepAustralia,Not known,Caperea marginata,Identified to species,Caperea marginata,Confirmed,Confirmed identification,Found on shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Unknown,Unknown,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
499,2008-09-20T00:00:00Z,NA,Pacific Ocean - South,"20nm East Coffs Harbour, Australia",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Male whale. Contact Geoffrey Ross,Death,SC/61/ProgRepAustralia,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
500,2008-10-26T00:00:00Z,NA,Pacific Ocean - South,"Byron Coast, NSW, Australia",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Contact Geoffrey Ross,Death,SC/61/ProgRepAustralia,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
501,2008-10-26T00:00:00Z,NA,Pacific Ocean - South,"Richard River, NSW, Australia",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Contact Geoffrey Ross,Death,SC/61/ProgRepAustralia,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
502,2008-10-06T00:00:00Z,NA,Indian Ocean,"12 Apostles, Great Ocean Road, Western Victoria, Australia",Physeter macrocephalus,sperm whale,Confirmed,Found on Shore,NA,NA,SC/61/ProgRepAustralia,Not known,Physeter macrocephalus,Identified to species,Physeter macrocephalus,Confirmed,Confirmed identification,Found on shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Indian Ocean,Indian Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
503,2008-08-16T00:00:00Z,NA,Pacific Ocean - South,Between Hayman Island and mainland Australia,NA,Unidentified large whale,Confirmed,Collision,Reported by public. Whale struck by large commerical vessel. Contact DERM Whitsundays office,Not known,SC/61/ProgRepAustralia,Other,NA,Missing scientific name,NA,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Other,Other or industrial,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,FALSE,FALSE,FALSE,FALSE,FALSE
504,2008-08-17T00:00:00Z,NA,Pacific Ocean - South,"Fraser Island, Australia",NA,Unidentified large whale,Confirmed,Collision,"Observed by crew on yacht. Contact Col Limpus, Jenny Greenland, EPA-QLD",Not known,SC/61/ProgRepAustralia,Sailing yacht (<25m),NA,Missing scientific name,NA,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Sailing yacht (<25m),Recreational or small craft,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,FALSE,FALSE,FALSE,FALSE,FALSE
505,2008-10-07T00:00:00Z,NA,Pacific Ocean - South,"Off Gladstone, Australia",NA,Unidentified large whale,Confirmed,Collision,"Collision observed by crew of MSQ pilot boat which struck it. Contact Col Limpus, Jenny Greeland, EPA-QLD",Not known,SC/61/ProgRepAustralia,Other,NA,Missing scientific name,NA,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Other,Other or industrial,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,FALSE,FALSE,FALSE,FALSE,FALSE
506,2008-09-08T00:00:00Z,NA,Pacific Ocean - South,Australia,Megaptera novaeangliae,humpback whale,Confirmed,Collision,Vessel's bow struck glancing blow to whale while vessel was coming down the face of a wave. Contact DERM Townsville Office,Not known,SC/61/ProgRepUSA,Other,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Other,Other or industrial,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
507,2006-03-11T00:00:00Z,NA,Atlantic Ocean - North,"Off Cumberland Island, Georgia",Eubalaena glacialis,North Atlantic right whale,Confirmed,Collision,Male whale. Contact Tim Cole/NEFSC Ref Doc 09-04,Indeterminate visible injury,SC/61/ProgRepUSA,Not known,Eubalaena glacialis,Identified to species,Eubalaena glacialis,Confirmed,Confirmed identification,Collision,Reported collision,Indeterminate injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
508,2006-08-24T00:00:00Z,NA,Atlantic Ocean - North,"Roseway Basin, Nova Scotia",Eubalaena glacialis,North Atlantic right whale,Confirmed,Collision,Female whale. Contact Tim Cole/NEFSC Ref Doc 09-04,Death,SC/61/ProgRepUSA,Not known,Eubalaena glacialis,Identified to species,Eubalaena glacialis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
509,2006-01-09T00:00:00Z,NA,Atlantic Ocean - North,"Off Charleston, South Carolina, US",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Female whale. Contact Tim Cole/NEFSC Ref Doc 08-04,Death,SC/61/ProgRepUSA,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
510,2006-03-17T00:00:00Z,NA,Atlantic Ocean - North,"Virginia Beach, Virginia, US",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Female whale. Contact Tim Cole/NEFSC Ref Doc 08-04,Death,SC/61/ProgRepUSA,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
511,2006-10-15T00:00:00Z,NA,Atlantic Ocean - North,"Off Fenwick Island, Delaware",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Female whale. Contact Tim Cole/NEFSC Ref Doc 08-04,Death,SC/61/ProgRepUSA,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,FALSE,TRUE
512,2006-04-17T00:00:00Z,NA,Atlantic Ocean - North,"Baltimore, MD, US",Balaenoptera borealis,sei whale,Confirmed,Collision,Male whale. Contact Tim Cole/NEFSC Ref Doc 08-04,Death,SC/61/ProgRepUSA,"Container ship (<50,000grt)",Balaenoptera borealis,Identified to species,Balaenoptera borealis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,"Container ship (<50,000grt)",Cargo or tanker,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2006,2006,2006,Exact date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
513,2008-04-23T00:00:00Z,NA,Atlantic Ocean - Mediterranean Sea,"Barcelona Harbour, Spain",Balaenoptera physalus,fin whale,Confirmed,Collision,Observed by port staff. Contact Ferran Alegre/CRAM,Death,SC/61/ProgRepSpain,General cargo,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,General cargo,Cargo or tanker,Atlantic Ocean - Mediterranean Sea,Atlantic Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
514,2008-09-20T00:00:00Z,NA,Atlantic Ocean - North,"Marin Harbour, Pontevedra, northwest Spain",Balaenoptera physalus,fin whale,Confirmed,Collision,Male whale. Observed by port staff. Contact CEMMA,Death,SC/61/ProgRepSpain,General cargo,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,General cargo,Cargo or tanker,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2008,2008,2008,Exact date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
515,2009-03-23T00:00:00Z,NA,Pacific Ocean - Tasman Sea,"Approaches to Auckland Harbour, Hauraki Gulf, New Zealand",Balaenoptera edeni,Bryde's whale,Confirmed,Collision,"Male whale. Observed by crew of vessel. Contact Martin Stanley, DOC",Death,SC/61/ProgRepNewZealand,General cargo,Balaenoptera edeni,Identified to species,Balaenoptera edeni,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,General cargo,Cargo or tanker,Pacific Ocean - Tasman Sea,Pacific Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
516,2009-06-13T00:00:00Z,NA,Atlantic Ocean - South,"Bahia Nueva, Puerto Madryn, Chubut, Argentina (Piedrabuena Pier)",Eubalaena australis,southern right whale,Confirmed,Collision,"Whale swam rapidly into propellers of Argentine Navy ship as it was backing away from the pier. Observed by crew and people on pier. Killed instantly. Contact Alejandro Arias, FVSA",Death,SC/61/ProgRepArgentina,Naval vessel,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Death,TRUE,1,Fatal,Naval vessel,Government or naval,Atlantic Ocean - South,Atlantic Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,TRUE,TRUE,TRUE,TRUE
517,NA,2008,Atlantic Ocean - South,"Monte Hermoso, Buenas Aires Province, Argentina",Eubalaena australis,southern right whale,Confirmed,Found on Shore,NA,NA,SC/61/ProgRepArgentina,Not known,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Found on shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - South,Atlantic Ocean,2008,Descriptive year,2008,2008,2008,Descriptive date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
518,2009-04-15T00:00:00Z,NA,Pacific Ocean - South,"Guayaquil Port, southwest Ecuador",Balaenoptera edeni,Bryde's whale,Confirmed,Found at Sea,NA,NA,SC/61/BC5,Not known,Balaenoptera edeni,Identified to species,Balaenoptera edeni,Confirmed,Confirmed identification,Found at sea,At-sea evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
519,1999-08-23T00:00:00Z,NA,Atlantic Ocean - South,"Parcel das Paredes, Brazil",Megaptera novaeangliae,humpback whale,Confirmed,Collision,Collision itself not witnessed. Whale calf observed with its mother. Had two deep wounds on both ends of dorsal fin and left lobe of caudal fluke. Wounds appeared to be recent. Female did not have any injuries,Severe external visible injury,SC/61/BC4,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Collision,Reported collision,Severe injury,TRUE,0,Non-fatal known outcome,Unknown,Unknown,Atlantic Ocean - South,Atlantic Ocean,NA,Exact date,1999,1999,1999,Exact date,1990s,TRUE,TRUE,TRUE,FALSE,TRUE
520,2004-08-04T00:00:00Z,NA,Atlantic Ocean - South,"Caravelas riverside, Brazil",Megaptera novaeangliae,humpback whale,Confirmed,Found on Shore,NA,NA,SC/61/BC4,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Confirmed,Confirmed identification,Found on shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - South,Atlantic Ocean,NA,Exact date,2004,2004,2004,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
521,2005-07-31T00:00:00Z,NA,Atlantic Ocean - South,"Near Itaparica Island, Brazil",Megaptera novaeangliae,humpback whale,Tentative,Collision,Boat suffered strong impact that thrust some passengers forward. When passengers looked back saw great bloody spot over a white area (possibly blubber),Not known,SC/61/BC4,"Fast ferry (>25knots, >300grt)",Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Tentative,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,"Fast ferry (>25knots, >300grt)",Passenger or ferry,Atlantic Ocean - South,Atlantic Ocean,NA,Exact date,2005,2005,2005,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
522,2009-01-30T00:00:00Z,NA,Pacific Ocean - South,"Puerto Montt, Chile",Balaenoptera borealis,sei whale,Confirmed,Stuck on Bow,NA,NA,SC/61/BC7,Large passenger vessel/cruise ship,Balaenoptera borealis,Identified to species,Balaenoptera borealis,Confirmed,Confirmed identification,Stuck on bow,At-sea evidence,Unknown,FALSE,NA,Unknown outcome,Large passenger vessel/cruise ship,Passenger or ferry,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,TRUE,FALSE,FALSE
523,2010-08-03T00:00:00Z,NA,Atlantic Ocean - Argentine Sea,"Near the city of Puerto Madryn, see longitude and latitude below",Eubalaena australis,southern right whale,Confirmed,Collision,I filmed and Photographied it,Not known,NA,General cargo,Eubalaena australis,Identified to species,Eubalaena australis,Confirmed,Confirmed identification,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,General cargo,Cargo or tanker,Atlantic Ocean - Argentine Sea,Atlantic Ocean,NA,Exact date,2010,2010,2010,Exact date,2010s,TRUE,FALSE,TRUE,FALSE,FALSE
524,2009-10-02T00:00:00Z,NA,Indian Ocean,NA,Balaenoptera physalus,fin whale,NA,Found on Shore,Post mortem indicated possible vessel collision,Death,"SC/62/ProgRep, Australia, C. Kemper/SAM",Not known,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Missing,Not confirmed or missing,Found on shore,Shore-based evidence,Death,TRUE,1,Fatal,Unknown,Unknown,Indian Ocean,Indian Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,TRUE,FALSE,FALSE,TRUE
525,2009-07-28T00:00:00Z,NA,Pacific Ocean - Coral Sea,NA,Megaptera novaeangliae,humpback whale,NA,Collision,Whale swam away bleeding heavily,Not known,"SC/62/ProgRep, Australia, Justine Johnston/AFMA",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Missing,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Pacific Ocean - Coral Sea,Pacific Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
526,2009-09-02T00:00:00Z,NA,Indian Ocean,"Exmouth Gulf, Western Australia",Megaptera novaeangliae,humpback whale,NA,Collision,Private fishing recreational vessel struck the whale,Not known,"SC/62/ProgRep, Australia, Doug Coughran/DEC-WA",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Missing,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Indian Ocean,Indian Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
527,2009-10-26T00:00:00Z,NA,Indian Ocean,"Fremantle, Western Australia",Megaptera novaeangliae,humpback whale,NA,Collision,NA,NA,"SC/62/ProgRep, Australia, Doug Coughran/DEC-WA",Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Missing,Not confirmed or missing,Collision,Reported collision,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Indian Ocean,Indian Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
528,2009-09-12T00:00:00Z,NA,Pacific Ocean - Tasman Sea,"Ulladulla, New South Wales, Australia",Eubalaena australis,southern right whale,NA,Collision,Gross examination revealed severely impacted upper jaw and cranium,Death,"SC/62/ProgRep, Australia, Event #896 Geoff Ross/DECCW",Not known,Eubalaena australis,Identified to species,Eubalaena australis,Missing,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - Tasman Sea,Pacific Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,TRUE,FALSE,FALSE,TRUE
529,2009-09-11T00:00:00Z,NA,Atlantic Ocean - South,NA,Megaptera novaeangliae,humpback whale,NA,Found on Shore,Necropsy of stranded carcass,Death,SC/62/ProgRep Brazil Milton Marcondes/IBJ,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Missing,Not confirmed or missing,Found on shore,Shore-based evidence,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - South,Atlantic Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,TRUE,FALSE,FALSE,TRUE
530,2009-07-02T00:00:00Z,NA,Pacific Ocean - South,"Magellan Straits, Chile",Eubalaena australis,southern right whale,NA,Found at sea,Pictures of dead whale at sea,Death,"SC/62/ProgRep Chile, B. Galletti/CCC",Not known,Eubalaena australis,Identified to species,Eubalaena australis,Missing,Not confirmed or missing,Found at sea,At-sea evidence,Death,TRUE,1,Fatal,Unknown,Unknown,Pacific Ocean - South,Pacific Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,TRUE,FALSE,FALSE,TRUE
531,2009-10-30T00:00:00Z,NA,Atlantic Ocean - English Channel,Eastern English Channel,Balaenoptera physalus,fin whale,NA,Found on Shore,NA,NA,"SC/62/ProgRep, France",Not known,Balaenoptera physalus,Identified to species,Balaenoptera physalus,Missing,Not confirmed or missing,Found on shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - English Channel,Atlantic Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
532,2009-05-20T00:00:00Z,NA,Atlantic Ocean - North,"Sanham Insir beach, Isle of Rum, Scotland",Balaenoptera acutorostrata,Common minke whale,NA,Found on Shore,NA,NA,"SC/62/ProgRep, UK, Bob Reid/SAC",Not known,Balaenoptera acutorostrata,Identified to species,Balaenoptera acutorostrata,Missing,Not confirmed or missing,Found on shore,Shore-based evidence,Unknown,FALSE,NA,Unknown outcome,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2009,2009,2009,Exact date,2000s,TRUE,FALSE,FALSE,FALSE,FALSE
533,2007-05-10T00:00:00Z,NA,Atlantic Ocean - North,"Off Wachapreague, VA, USA",Megaptera novaeangliae,humpback whale,NA,Collision,NA,Death,SC/62/ProgRep USA Tim Cole/NEFSC/NEFSC Ref.Doc. 09-04,Not known,Megaptera novaeangliae,Identified to species,Megaptera novaeangliae,Missing,Not confirmed or missing,Collision,Reported collision,Death,TRUE,1,Fatal,Unknown,Unknown,Atlantic Ocean - North,Atlantic Ocean,NA,Exact date,2007,2007,2007,Exact date,2000s,TRUE,TRUE,FALSE,FALSE,TRUE
